Date/Time;Coal mill 3 coal flow;Coal mill 3 power;Coal mill 3 primary air flow;Coal mill 3 air dp;Coal mill 3 primary air temp;Coal mill 3 primary air pressure;Coal mill 3 hot air valve;Coal mill 3 cold air valve;Main steam flow;FD fan1 power;FD fan2 power;FD fan 1 dp;FD fan 2 dp;Total air flow;Air before FD fan 1;Air before FD fan 2;Pressure after FD fan 1;Pressure after FD fan 2;Air before air preheater 1;Air before air preheater 2;Air after air preheater 1;Air after air preheater 2;;Coal mill 3 primary coal-air
;kg/s;kW;kg/s;mbar;C;mbar;%;%;kg/s;kW;kW;mbar;mbar;kg/s;kg/s;kg/s;mbar;mbar;C;C;C;C;;C
2017-09-23 00:00;3,45;89,621;9,098;32,107;277,692;55,293;65,665;5,079;102,669;0,308;0,31;34,274;33,578;127,701;63,148;64,551;31,3;31,419;37,033;37,582;316,813;313,114;;89,304
2017-09-23 00:01;3,461;87,546;9,155;32,206;278,132;55,943;65,369;6,316;102,669;0,308;0,31;34,37;33,7;127,875;63,23;64,645;31,391;31,467;37,582;37,582;316,813;313,114;;89,89
2017-09-23 00:02;3,452;89,011;9,154;32,363;276,813;55,861;65,369;6,316;102,669;0,308;0,311;34,38;33,612;127,838;63,232;64,611;31,39;31,383;37,582;37,582;316,813;313,114;;89,89
2017-09-23 00:03;3,487;88,889;9,252;32,442;277,802;56,424;66,129;5,334;102,718;0,309;0,311;34,377;33,691;127,932;63,482;64,63;31,336;31,499;37,582;37,473;316,813;313,114;;89,89
2017-09-23 00:04;3,488;88,584;9,27;32,447;278,35;56,494;65,934;5,478;103,01;0,314;0,312;34,403;33,739;13,575;63,847;64,689;31,384;31,475;37,582;37,473;316,813;313,114;;90,11
2017-09-23 00:05;3,4982;88,5109;9,245;32,074;277,692;56,13;65,934;5,56;103,01;0,319;0,316;34,802;33,959;129,3;64,519;64,775;31,71;31,73;37,619;37,436;316,813;313,114;;90,659
2017-09-23 00:06;3,5084;88,4378;9,222;32,174;278,352;56,236;65,934;5,56;103,224;0,319;0,316;35,147;34,291;130,051;65,226;64,944;31,974;32,096;37,619;37,436;316,813;313,114;;90,659
2017-09-23 00:07;3,5186;88,3647;9,242;32,664;278,462;56,668;65,855;4,75;103,224;0,33;0,318;35,375;34,457;130,462;65,465;64,944;32,154;32,308;37,656;37,473;316,813;313,114;;89,451
2017-09-23 00:08;3,5288;88,2916;9,257;32,737;30,989;57,095;65,739;4,887;102,912;0,33;0,318;35,556;34,714;130,36;65,39;65,074;32,359;32,492;37,656;37,473;316,813;313,114;;89,121
2017-09-23 00:09;3,539;88,2185;9,219;32,786;279,066;56,751;65,576;4,762;102,912;0,331;0,322;35,597;34,779;130,312;65,247;65,01;32,457;32,544;37,692;37,619;317,18;313,37;;89,89
2017-09-23 00:10;3,5492;88,1454;9,202;32,799;30,22;56,766;65,576;4,444;102,894;0,322;0,32;35,311;34,551;129,385;64,508;64,934;32,151;32,33;37,692;37,619;317,18;313,37;;89,505
2017-09-23 00:11;3,5594;88,0723;9,165;32,718;31,758;56,598;65,275;4,624;102,894;0,322;0,316;34,83;34,203;13,497;63,626;64,932;31,766;31,976;37,582;37,582;317,18;313,37;;89,505
2017-09-23 00:12;3,5696;87,9992;9,176;32,227;31,703;56,177;65,104;4,806;103,03;0,316;0,316;34,982;34,275;13,496;63,613;64,913;32,034;32,102;37,582;37,582;317,18;313,37;;89,56
2017-09-23 00:13;3,5798;87,9261;9,129;32,069;279,67;55,604;65,104;4,573;102,794;0,313;0,317;34,924;34,196;13,41;63,492;64,925;31,87;32,015;37,582;37,509;317,18;313,37;;89,56
2017-09-23 00:14;3,59;87,853;9,155;32,456;31,319;56,345;65,104;4,573;102,794;0,313;0,317;34,65;34,031;13,078;63,15;64,899;31,648;31,778;37,582;37,509;317,18;313,37;;89,56
2017-09-23 00:15;3,6002;87,7799;9,126;32,412;30,33;56,159;65,104;4,573;102,7;0,307;0,315;34,503;33,96;127,619;62,789;64,84;31,568;31,705;37,582;37,582;317,18;313,37;;89,56
2017-09-23 00:16;3,6104;87,7068;9,117;32,499;30,33;56,164;65,104;4,573;102,7;0,307;0,315;34,355;33,726;127,414;62,707;64,825;31,355;31,3;37,582;37,582;317,18;313,37;;89,56
2017-09-23 00:17;3,6206;87,6337;9,157;32,369;30,33;56,348;65,324;4,573;102,947;0,311;0,316;34,479;33,789;13,488;63,316;65,006;31,445;31,554;37,582;37,692;317,473;313,37;;89,56
2017-09-23 00:18;3,6308;87,5606;9,193;32,405;30,22;56,402;64,974;5,476;103,218;0,319;0,316;34,864;34,131;129,43;64,385;65,143;31,717;31,862;37,582;37,692;317,473;313,37;;90,22
2017-09-23 00:19;3,641;87,4875;9,132;32,098;277,509;55,488;65,134;5,011;103,218;0,326;0,32;35,147;34,325;129,958;64,821;65,192;32,031;32,111;37,582;37,692;317,473;313,37;;90,769
2017-09-23 00:20;3,6512;87,4144;9,214;32,179;278,791;56,145;65,766;4,72;103,574;0,326;0,32;35,187;34,417;130,084;64,923;65,13;32,038;32,144;37,582;37,692;317,473;313,37;;90,769
2017-09-23 00:21;3,6614;87,3413;9,306;32,898;30;57,639;66,463;3,75;104,159;0,331;0,321;35,49;34,664;130,36;65,348;65,222;32,295;32,441;37,582;37,656;317,473;313,37;;90,769
2017-09-23 00:22;3,6716;87,2682;9,298;32,979;31,044;57,5;66,463;4,591;105,183;0,331;0,325;35,733;34,933;131,13;65,504;65,73;32,514;32,618;37,582;37,656;318,901;313,37;;89,89
2017-09-23 00:23;3,6818;87,1951;9,261;32,807;31,758;57,019;65,358;4,808;104,923;0,336;0,325;36,25;35,458;132,32;65,638;67,106;32,93;33,115;37,619;37,656;318,901;313,37;;89,89
2017-09-23 00:24;3,692;87,122;9,309;33,077;31,355;57,898;65,031;4,719;104,24;0,339;0,343;36,722;35,963;132,923;65,735;67,191;33,499;33,549;37,619;37,656;319,267;313,37;;89,89
2017-09-23 00:25;3,7022;87,0489;9,278;33,101;31,429;57,578;65,404;4,576;104,24;0,339;0,343;36,99;36,246;132,897;65,735;67,077;33,694;33,809;37,692;37,692;319,267;313,004;;90,33
2017-09-23 00:26;3,7124;86,9758;9,273;32,951;32,161;57,598;65,513;4,303;104,238;0,341;0,343;36,977;36,25;132,562;65,68;66,935;33,763;33,795;37,033;37,582;316,813;313,114;;89,89
2017-09-23 00:27;3,7226;86,9027;9,151;32,35;33,242;56,099;65,024;4,807;104,207;0,336;0,339;36,754;36,068;131,969;65,245;66,684;33,567;33,674;37,692;37,692;316,813;313,114;;89,011
2017-09-23 00:03;3,7328;86,8296;9,103;32,454;31,136;55,815;65,712;3,897;104,207;0,327;0,339;36,361;35,781;130,986;64,38;66,67;33,293;33,395;37,692;37,692;316,813;313,114;;89,011
2017-09-23 00:29;3,743;86,7565;9,111;32,739;33,15;56,47;65,299;4,441;104,078;0,327;0,332;35,912;35,311;130,046;63,59;66,442;32,854;32,939;37,619;37,692;316,813;313,114;;89,011
2017-09-23 00:30;3,7532;86,6834;9,125;32,741;33,04;56,585;65,348;4,035;104,078;0,318;0,332;35,468;34,949;129,582;63,43;66,022;32,487;32,632;37,619;37,692;316,813;313,114;;89,121
2017-09-23 00:31;3,7634;86,6103;9,113;32,701;31,905;56,401;65,116;4,481;104,076;0,318;0,327;35,444;34,962;129,648;63,551;66,09;32,493;32,611;37,582;37,692;316,813;313,114;;89,89
2017-09-23 00:32;3,7736;86,5372;9,146;32,754;32,23;56,648;65,271;4,73;104,076;0,321;0,327;35,548;34,881;130,219;64,049;66,195;32,43;32,55;37,582;37,692;316,813;313,114;;89,89
2017-09-23 00:33;3,7838;86,4641;9,189;32,63;31,612;56,867;65,458;4,713;104,234;0,33;0,331;35,861;35,15;130,895;64,842;66,247;32,686;32,781;37,582;37,692;316,813;313,114;;89,89
2017-09-23 00:34;3,794;86,391;9,2;32,278;31,502;56,406;65,559;4,512;104,234;0,33;0,331;36,098;35,458;131,663;65,493;66,291;32,915;33,048;37,582;37,692;316,813;313,114;;89,89
2017-09-23 00:35;3,8042;86,3179;9,175;32,479;32,381;56,45;65,079;5,063;104,162;0,338;0,334;36,334;35,3;131,923;65,67;66,217;33,073;33,183;37,656;37,692;316,813;313,114;;90
2017-09-23 00:36;3,8144;86,2448;9,233;32,811;31,38;57,141;64,945;4,994;104,162;0,338;0,334;36,269;35,495;131,874;65,55;66,279;33,073;33,151;37,656;37,692;316,813;313,114;;90,33
2017-09-23 00:37;3,8246;86,1717;9,223;32,922;30,44;57,036;64,933;5,006;104,18;0,334;0,333;36,175;35,5;131,717;65,468;66,252;33,018;33,091;37,692;37,692;316,813;313,114;;90,33
2017-09-23 00:38;3,8348;86,0986;9,187;32,621;30,879;56,646;64,933;5,116;104,18;0,334;0,333;36,142;35,399;131,434;65,267;66,129;32,996;33,088;37,692;37,692;316,813;313,114;;90,33
2017-09-23 00:39;3,845;86,0255;9,175;32,552;30,733;56,419;64,933;5,116;103,914;0,334;0,33;36,169;35,387;131,419;65,317;66,18;32,936;33,002;37,619;37,619;316,813;313,114;;90,33
2017-09-23 00:40;3,8552;85,9524;9,23;32,431;279,835;56,754;65,079;5,122;103,914;0,334;0,33;36,212;35,482;131,65;65,432;66,125;33,012;33,137;37,619;37,619;320,696;313,114;;90,33
2017-09-23 00:41;3,8654;85,8793;9,209;32,098;30,824;56,183;65,079;4,908;103,975;0,337;0,332;36,313;35,563;131,764;65,61;66,133;33,123;33,208;37,582;37,692;320,696;313,114;;90,33
2017-09-23 00:42;3,8756;85,8062;9,155;32,37;30,44;56,24;65,079;4,908;103,975;0,337;0,332;36,272;35,497;131,738;65,608;66,164;33,048;33,163;37,582;37,692;320,696;313,114;;90,33
2017-09-23 00:43;3,8858;85,7331;9,17;32,768;30,44;56,813;65,079;4,908;103,79;0,337;0,333;36,361;35,594;131,824;65,651;66,116;33,174;33,203;37,619;37,692;320,696;313,114;;90
2017-09-23 00:44;3,896;85,66;9,209;32,965;30,44;57,188;65,079;4,884;103,79;0,337;0,333;36,447;35,686;131,54;65,573;65,973;33,218;33,361;37,619;37,692;320,696;313,114;;90
2017-09-23 00:45;3,9062;85,5869;9,217;32,964;30,934;57,027;64,957;5,079;103,647;0,336;0,331;36,375;35,573;131,36;65,414;65,993;33,197;33,246;37,619;37,692;320,696;313,114;;90
2017-09-23 00:46;3,9164;85,5138;9,19;32,936;30,989;56,858;65,188;4,908;103,885;0,333;0,331;36,18;35,462;131,059;65,016;65,998;33,062;33,15;37,619;37,692;320,696;313,114;;90
2017-09-23 00:47;3,9266;85,4407;9,17;32,466;30,989;56,449;65,37;4,737;103,885;0,329;0,33;36,032;35,311;130,706;64,762;65,954;32,872;32,994;37,582;37,692;320,696;313,114;;90
2017-09-23 00:48;3,9368;85,3676;9,13;32,177;30,44;56,042;65,37;5,13;104,069;0,329;0,33;36,036;35,313;130,918;64,87;66,034;32,834;32,946;37,582;37,692;320,696;313,114;;90
2017-09-23 00:49;3,947;85,2945;9,144;32,347;31,099;56,152;65,37;5,13;104,069;0,33;0,331;36,133;35,347;131,04;64,972;66,129;32,947;33,029;37,582;37,692;320,696;313,114;;90
2017-09-23 00:50;3,9572;85,2214;9,224;32,877;31,38;57,116;64,969;5,189;103,843;0,33;0,331;36,117;35,397;131,158;65,118;66,103;32,974;33,021;37,582;37,692;321,062;313,114;;90,33
2017-09-23 00:51;3,9674;85,1483;9,213;32,799;30,165;56,99;65,665;5,079;102,669;0,333;0,334;36,174;35,449;131,39;65,133;66,159;32,99;33,1;37,619;37,692;316,813;313,114;;89,304
2017-09-23 00:52;3,9776;85,0752;9,212;32,763;279,396;56,879;65,665;5,079;104,064;0,336;0,334;36,122;35,418;131,494;65,377;66,165;32,936;33,088;37,619;37,692;316,813;313,114;;89,304
2017-09-23 00:03;3,9878;85,0021;9,141;32,507;278,571;56,23;65,665;5,079;104,064;0,336;0,332;36,233;35,473;131,744;65,55;66,152;33,016;33,137;37,692;37,692;316,813;313,114;;89,304
2017-09-23 00:54;3,998;84,929;9,121;32,33;278,571;55,767;65,665;5,079;104,317;0,337;0,332;36,347;35,611;131,892;65,556;66,254;33,147;33,216;37,692;37,692;316,813;313,114;;89,304
2017-09-23 00:55;4,0082;84,8559;9,125;32,104;278,571;55,81;65,043;5,079;104,04;0,337;0,334;36,421;35,67;131,712;65,488;66,123;33,22;33,318;37,692;37,692;316,813;313,114;;90
2017-09-23 00:56;4,0184;84,7828;9,194;32,324;279,615;56,316;65,13;5,079;103,646;0,334;0,334;36,257;35,556;131,302;65,188;66,11;33,13;33,25;37,692;37,692;316,813;313,37;;90
2017-09-23 00:57;4,0286;84,7097;9,186;32,772;279,121;56,796;65,13;5,458;103,646;0,327;0,331;36,044;35,299;130,771;64,524;66,188;32,925;32,985;37,619;37,692;316,813;313,37;;90
2017-09-23 00:58;4,0388;84,6366;9,188;32,611;279,267;56,389;65,067;5,69;103,489;0,327;0,331;35,805;35,209;130,508;64,252;66,237;32,69;32,891;37,619;37,692;321,612;313,37;;90
2017-09-23 00:59;4,049;84,5635;9,187;32,494;278,718;56,261;65,165;5,931;103,489;0,322;0,33;35,674;35,11;130,592;64,293;66,242;32,567;32,731;37,582;37,692;321,612;313,37;;90,33
2017-09-23 01:00;4,0592;84,4904;9,163;32,494;278,022;56,3;65,226;5,35;103,386;0,322;0,33;35,661;35,006;130,712;64,444;66,297;32,561;32,676;37,582;37,692;321,612;313,37;;90,33
2017-09-23 01:01;4,0694;84,4173;9,225;32,427;277,802;56,335;65,226;5,58;103,693;0,334;0,333;36,014;35,304;131,611;65,261;66,376;32,863;32,935;37,619;37,692;321,612;313,37;;90,11
2017-09-23 01:02;4,0796;84,3442;9,178;31,999;278,83;55,999;65;5,744;103,693;0,334;0,333;36,182;35,431;131,761;65,441;66,364;32,951;33,092;37,619;37,692;321,612;313,37;;90,11
2017-09-23 01:03;4,0898;84,2711;9,187;32,246;277,418;56,009;65,147;5,372;103,612;0,335;0,336;36,272;35,551;131,995;65,382;66,61;33,083;33,16;37,656;37,692;321,612;313,37;;90,11
2017-09-23 01:04;4,1;84,198;9,204;32,747;279,084;56,73;65,155;5,711;104,025;0,335;0,336;36,23;35,561;131,927;65,397;66,36;33,027;33,183;37,656;37,692;321,612;313,37;;90,11
2017-09-23 01:05;4,1102;84,1249;9,141;32,581;278,498;56,435;66,064;5,711;103,631;0,336;0,337;36,375;35,63;131,932;65,372;66,3;33,166;33,299;37,692;37,692;321,941;313,37;;89,89
2017-09-23 01:06;4,1204;84,0518;9,181;32,495;30,11;56,196;65,726;5,577;103,631;0,336;0,337;36,323;35,664;131,86;65,333;66,486;33,18;33,296;37,692;37,692;321,941;313,37;;89,505
2017-09-23 01:07;4,1306;83,9787;9,167;32,601;278,791;56,408;65,022;5,788;103,574;0,332;0,336;36,207;35,529;131,197;64,862;66,386;33,091;33,154;37,692;37,692;321,941;313,37;;90,11
2017-09-23 01:08;4,1408;83,9056;9,224;32,5;278,35;56,571;65,043;5,836;103,574;0,332;0,336;36,056;35,402;130,933;64,519;66,439;32,924;33,035;37,692;37,692;321,941;313,37;;90,11
2017-09-23 01:09;4,151;83,8325;9,215;32,048;278,516;56,11;65,13;6,32;103,3;0,327;0,333;36,006;35,436;130,882;64,516;66,377;32,901;33,048;37,692;37,692;321,941;313,37;;90,11
2017-09-23 01:10;4,1612;83,7594;9,198;32,155;276,813;56,042;65,454;6,342;103,3;0,327;0,333;35,949;35,311;130,973;64,39;66,407;32,814;32,951;37,692;37,692;321,941;313,37;;90,11
2017-09-23 01:11;4,1714;83,6863;9,19;32,61;278,352;56,429;65,861;5,991;103,526;0,33;0,335;35,946;35,263;131,093;64,664;66,481;32,803;32,926;37,692;37,692;321,941;313,37;;90,44
2017-09-23 01:12;4,1816;83,6132;9,189;32,54;277,363;56,337;65,861;6,044;103,526;0,332;0,335;36,024;35,426;131,452;64,899;66,593;32,971;33,051;37,692;37,692;321,941;313,37;;90,33
2017-09-23 01:13;4,1918;83,5401;9,124;32,377;277,363;56,02;65,861;6,044;103,735;0,332;0,337;36,3;35,643;131,813;65,205;66,647;33,094;33,227;37,692;37,692;321,941;313,37;;89,89
2017-09-23 01:14;4,202;83,467;9,138;32,335;278,462;56,149;65,861;6,032;103,735;0,335;0,337;36,33;35,646;131,702;65,074;66,567;33,165;33,277;37,692;37,692;322,234;313,37;;90,22
2017-09-23 01:15;4,2122;83,3939;9,156;32,045;277,857;55,67;65,861;6,032;103,799;0,332;0,336;36,267;35,597;131,212;64,807;66,501;33,161;33,272;37,692;37,692;322,234;313,37;;90,22
2017-09-23 01:16;4,2224;83,3208;9,196;31,755;277,033;55,579;65,409;6,313;103,799;0,33;0,336;36,071;35,402;130,963;64,54;66,486;32,887;33,098;37,692;37,692;322,234;313,37;;90,22
2017-09-23 01:17;4,2326;83,2477;9,183;32,234;276,484;56;65,409;6,313;103,722;0,33;0,335;36,006;35,391;130,982;64,384;66,662;32,938;33,03;37,692;37,692;322,234;313,37;;90,659
2017-09-23 01:18;4,2428;83,1746;9,237;32,775;276,484;56,858;65,409;6,313;103,722;0,33;0,335;35,92;35,299;131,223;64,567;66,66;32,785;32,947;37,692;37,692;322,234;313,37;;90,33
2017-09-23 01:19;4,253;83,1015;9,197;32,672;276,484;56,593;65,409;6,337;103,802;0,329;0,336;36,115;35,462;131,438;64,904;66,632;32,93;33,108;37,692;37,692;322,234;313,37;;89,89
2017-09-23 01:20;4,2632;83,0284;9,145;32,623;277,23;56,566;65,409;6,337;103,802;0,334;0,336;36,325;35,604;132,037;65,258;66,852;33,076;33,237;37,692;37,692;322,234;313,37;;89,89
2017-09-23 01:21;4,2734;82,9553;9,242;32,926;277,23;57,168;65,409;5,975;103,776;0,334;0,34;36,465;35,836;132,585;65,439;67,201;33,38;33,443;37,802;37,692;322,234;313,37;;89,89
2017-09-23 01:22;4,2836;82,8822;9,189;32,597;278,297;56,374;65,409;5,885;103,776;0,337;0,34;36,627;36,018;132,626;65,387;67,32;33,49;33,621;37,802;37,692;322,234;313,37;;89,89
2017-09-23 01:23;4,2938;82,8091;9,195;32,088;277,363;55,958;65,189;5,885;103,903;0,337;0,343;36,652;35,992;132,437;65,207;67,184;33,49;33,569;37,802;37,692;322,234;313,736;;90,22
2017-09-23 01:24;4,304;82,736;9,205;32,146;277,363;55,962;65,189;5,885;103,903;0,335;0,343;36,3;35,935;131,914;64,834;67,093;33,381;33,526;37,802;37,692;322,601;313,736;;90,22
2017-09-23 01:25;4,3142;82,6629;9,213;32,561;277,033;56,204;65,189;5,885;103,799;0,335;0,341;36,163;35,667;131,409;64,371;67,09;33,104;33,261;37,875;37,692;322,601;313,736;;90,22
2017-09-23 01:26;4,3244;82,5898;9,187;32,358;277,363;56,005;64,957;6,166;103,799;0,327;0,341;36,144;35,596;131,324;64,338;66,93;33,02;33,188;37,875;37,692;322,601;313,736;;90,22
2017-09-23 01:27;4,3346;82,5167;9,244;32,618;276,978;56,587;64,957;6,166;103,577;0,33;0,338;36,176;35,568;131,638;64,557;67,034;33,048;33,224;37,802;37,692;322,601;313,736;;90,22
2017-09-23 01:03;4,3448;82,4436;9,242;32,712;276,978;56,656;64,933;6,166;103,577;0,331;0,338;36,364;35,735;131,988;64,938;67,024;33,197;33,359;37,802;37,692;322,601;313,736;;90,22
2017-09-23 01:29;4,355;82,3705;9,212;32,259;276,923;56,23;64,933;6,166;103,874;0,331;0,34;36,488;35,87;132,469;65,293;67,139;33,313;33,469;37,912;37,692;322,601;313,736;;90,22
2017-09-23 01:30;4,3652;82,2974;9,232;32,025;277,582;56,026;64,933;6,166;103,874;0,338;0,343;36,698;36,059;133,003;65,437;67,58;33,522;33,676;37,912;37,692;322,601;313,736;;90,22
2017-09-23 01:31;4,3754;82,2243;9,186;32,11;277,582;55,795;64,933;6,166;103,773;0,338;0,348;36,845;36,29;133,083;65,413;67,681;33,644;33,819;37,875;37,692;322,601;313,736;;90,22
2017-09-23 01:32;4,3856;82,1512;9,212;32,63;277,033;56,44;65,14;5,91;103,773;0,339;0,348;36,93;36,302;133,045;65,33;67,657;33,737;33,862;37,875;37,692;322,601;313,736;;89,89
2017-09-23 01:33;4,3958;82,0781;9,217;32,81;278,956;56,855;65,14;5,91;103,926;0,339;0,347;37,065;36,42;132,91;65,322;67,543;33,866;33,982;37,912;37,692;322,601;313,736;;89,89
2017-09-23 01:34;4,406;82,005;9,21;32,685;30,11;56,625;65,14;5,91;103,926;0,338;0,347;36,908;36,356;132,33;65,08;67,272;33,742;33,93;37,912;37,692;323,297;315,238;;89,011
2017-09-23 01:35;4,4162;81,9319;9,197;32,632;30,11;56,818;65,14;5,91;103,993;0,338;0,344;36,661;36,104;131,917;64,668;67,211;33,547;33,737;37,912;37,692;323,297;315,238;;89,011
2017-09-23 01:36;4,4264;81,8588;9,162;32,519;30,11;56,215;65,14;5,763;103,795;0,327;0,342;36,294;35,699;131,475;64,306;67,187;33,206;33,365;37,912;37,692;323,297;315,788;;89,615
2017-09-23 01:37;4,4366;81,7857;9,188;32,167;279,78;56,133;65,14;5,763;103,367;0,334;0,342;36,462;35,851;132,02;65,019;67,117;33,33;33,47;37,912;37,692;323,297;315,788;;89,615
2017-09-23 01:38;4,4468;81,7126;9,123;32,482;30,22;56,225;65,68;4,901;103,178;0,334;0,343;36,63;35,989;132,513;65,382;67,192;33,39;33,57;37,912;37,692;323,297;316,337;;89,396
2017-09-23 01:39;4,457;81,6395;9,208;32,964;31,905;57,101;65,503;4,816;103,178;0,338;0,346;36,595;35,989;132,991;65,426;67,599;33,446;33,607;37,912;37,692;321,868;316,337;;89,396
2017-09-23 01:40;4,4672;81,5664;9,184;32,937;32,674;57,101;65,26;4,53;103,129;0,338;0,33;37,021;36,484;133,584;65,552;68,038;33,83;33,934;37,912;37,692;321,868;316,337;;89,396
2017-09-23 01:41;4,4774;81,4933;9,171;32,796;31,429;56,8;65,13;4,847;103,129;0,34;0,33;37,078;36,415;133,439;65,422;68,044;33,886;34,032;37,912;37,692;321,868;316,703;;89,615
2017-09-23 01:42;4,4876;81,4202;9,16;32,719;31,758;56,515;65,421;4,719;103,064;0,34;0,351;37,143;36,557;133,322;65,418;67,897;33,962;34,093;37,912;37,692;321,868;316,703;;89,615
2017-09-23 01:43;4,4978;81,3471;9,145;32,401;30,769;56,227;64,957;5,146;103,064;0,342;0,351;37,34;36,654;132,998;65,318;67,673;34,071;34,218;37,912;37,692;321,868;316,703;;90,165
2017-09-23 01:44;4,508;81,274;9,162;32,256;30,476;56,237;64,957;5,146;103,061;0,336;0,347;36,981;36,347;132,474;64,793;67,585;33,809;33,97;37,912;37,692;321,868;316,703;;90,165
2017-09-23 01:45;4,5182;81,2009;9,098;31,969;278,681;55,519;64,774;5,146;102,323;0,33;0,344;36,52;35,968;131,712;64,41;67,263;33,431;33,559;37,912;37,692;321,868;316,703;;90,11
2017-09-23 01:46;4,5284;81,1278;9,127;32,343;278,681;55,967;65,006;5,507;102,323;0,33;0,344;36,38;35,849;131,516;64,469;67,048;33,266;33,476;37,912;37,692;321,868;316,703;;90,11
2017-09-23 01:47;4,5386;81,0547;9,147;32,498;279,36;56,139;65,006;5,706;102,614;0,33;0,341;36,415;35,83;131,409;64,41;66,986;33,3;33,49;37,912;37,729;321,868;316,703;;90,11
2017-09-23 01:48;4,5488;80,9816;9,126;32,595;279,011;56,225;65,079;5,73;102,614;0,33;0,341;36,345;35,769;131,462;64,472;66,969;33,232;33,389;37,912;37,729;321,502;316,703;;90,11
2017-09-23 01:49;4,559;80,9085;9,122;32,51;279,414;56,33;65,018;5,702;102,778;0,331;0,341;36,313;35,73;131,543;64,601;67,072;33,182;33,374;37,949;37,692;321,502;316,703;;90,11
2017-09-23 01:50;4,5692;80,8354;9,187;32,594;278,407;56,617;65,13;5,751;102,778;0,331;0,341;36,418;35,792;132,122;64,967;67,101;33,208;33,36;37,949;37,692;321,502;316,703;;90,11
2017-09-23 01:51;4,5794;80,7623;9,165;32,198;279,158;56,097;65,13;5,797;102,93;0,34;0,343;36,658;35,968;132,881;65,478;67,313;33,373;33,524;37,949;37,729;321,502;316,703;;90,11
2017-09-23 01:52;4,5896;80,6892;9,148;32;279,176;55,906;65,13;5,336;102,93;0,34;0,347;36,661;36,077;133,161;65,38;67,67;33,36;33,63;37,949;37,729;321,502;316,703;;90,11
2017-09-23 01:03;4,5998;80,6161;9,225;32,806;279,176;57,227;65,13;5,226;102,623;0,342;0,33;37,06;36,421;133,885;65,706;68,134;33,797;33,875;38,022;37,729;321,502;316,703;;90,11
2017-09-23 01:54;4,61;80,543;9,222;32,734;279,78;57,002;65,13;5,603;102,623;0,347;0,33;37,279;36,664;134,266;66,164;68,093;34,03;34,133;38,022;37,729;321,502;317,033;;90,11
2017-09-23 01:55;4,6202;80,4699;9,24;32,818;279,011;56,978;64,957;5,519;102,757;0,347;0,356;37,357;36,735;134,421;66,23;68,116;34,158;34,293;38,022;37,729;321,502;317,033;;90,11
2017-09-23 01:56;4,6304;80,3968;9,222;32,664;279,084;56,774;65,201;5,214;102,53;0,35;0,356;37,602;36,935;134,268;66,195;68,093;34,295;34,419;38,022;37,729;321,502;317,033;;90,11
2017-09-23 01:57;4,6406;80,3237;9,256;32,719;279,634;57,025;65,204;5,426;102,53;0,35;0,356;37,683;37,045;134,227;66,149;68,048;34,438;34,527;38,022;37,729;321,502;317,033;;90,44
2017-09-23 01:58;4,6508;80,2506;9,215;32,169;278,718;56,256;65,739;5,1;102,76;0,349;0,356;37,669;37,011;134,06;66,073;67,941;34,413;34,548;38,022;37,729;321,502;317,033;;90,44
2017-09-23 01:59;4,661;80,1775;9,237;32,166;279,67;56,396;65,482;4,526;102,76;0,349;0,355;37,763;37,03;133,849;66,06;67,761;34,495;34,579;38,095;37,766;321,868;317,033;;90,11
2017-09-23 02:00;4,6712;80,1044;9,247;32,523;30,769;56,621;65,165;6,22;102,722;0,348;0,355;37,63;36,937;133,591;65,91;67,673;34,327;34,465;38,095;37,766;321,868;317,033;;90,11
2017-09-23 02:01;4,6814;80,0313;9,113;32,169;278,498;55,446;65,527;6,139;102,722;0,348;0,352;37,578;36,926;133,592;65,895;67,712;34,336;34,495;38,059;37,729;322,344;317,033;;90,11
2017-09-23 02:02;4,6916;79,9582;9,09;32,07;276,593;55,338;65,079;7,033;102,995;0,347;0,352;37,54;36,881;133,304;65,605;67,552;34,33;34,33;38,059;37,729;322,344;317,033;;90,659
2017-09-23 02:03;4,7018;79,8851;9,127;32,486;276,593;55,984;65,568;6,36;103,902;0,334;0,349;36,947;36,227;131,692;64,394;67,292;33,805;33,934;38,095;37,729;323,26;316,667;;90,659
2017-09-23 02:04;4,712;79,812;9,208;32,696;278,132;56,786;65,946;5,788;103,902;0,326;0,34;36,21;35,599;130,944;64,124;66,838;33,098;33,302;38,095;37,729;323,26;316,667;;89,89
2017-09-23 02:05;4,7222;79,7389;9,233;32,332;278,791;56,605;66,255;4,769;104,12;0,326;0,34;36,325;35,695;132,048;65,195;67;33,231;33,343;38,059;37,729;323,26;315,476;;89,121
2017-09-23 02:06;4,7324;79,6658;9,238;32,273;31,429;56,792;65,665;5,35;102,894;0,342;0,343;36,923;36,174;133,47;65,942;67,687;33,612;33,811;37,692;37,619;317,18;313,37;;89,451
2017-09-23 02:07;4,7426;79,5927;9,273;32,659;30,037;57,13;65,881;4,811;104,039;0,352;0,354;37,416;36,739;134,613;66,434;68,096;34,212;34,38;38,095;37,729;317,18;313,37;;89,451
2017-09-23 02:08;4,7528;79,5196;9,255;32,872;30,22;57,046;65,881;4,811;104,039;0,357;0,354;37,811;37,057;135,089;66,921;68,055;34,458;34,559;38,095;37,729;323,59;315,568;;90,11
