Date/Time;Coal mill 3 coal flow;Coal mill 3 power;Coal mill 3 primary air flow;Coal mill 3 air dp;Coal mill 3 primary air temp;Coal mill 3 primary air pressure;Coal mill 3 hot air valve;Coal mill 3 cold air valve;Main steam flow;FD fan1 power;FD fan2 power;FD fan 1 dp;FD fan 2 dp;Total air flow;Air before FD fan 1;Air before FD fan 2;Pressure after FD fan 1;Pressure after FD fan 2;Air before air preheater 1;Air before air preheater 2;Air after air preheater 1;Air after air preheater 2;;Coal mill 3 primary coal-air
;kg/s;kW;kg/s;mbar;C;mbar;%;%;kg/s;kW;kW;mbar;mbar;kg/s;kg/s;kg/s;mbar;mbar;C;C;C;C;;C
2017-09-24 04:24;20,828;-35,686;9,082;31,435;275,055;54,462;65,13;6,618;101,506;0,296;0,29;33,111;32,325;124,008;62,056;61,996;30,198;30,432;37,692;37,692;314,542;313,993;;90,44
2017-09-24 04:25;20,8382;-35,7591;9,103;31,673;273,626;54,75;65,13;7,045;101,031;0,296;0,29;33,051;32,216;124,034;61,93;62,066;30,212;30,348;37,692;37,692;314,542;313,993;;90,44
2017-09-24 04:26;20,8484;-35,8322;9,168;32,365;273,626;55,725;65,238;6,862;101,031;0,295;0,39;33,065;32,315;123,658;61,656;61,897;30,207;30,471;37,692;37,692;314,542;313,993;;90,44
2017-09-24 04:27;20,8586;-35,9053;9,19;32,373;274,011;56,121;65,625;6,225;100,98;0,295;0,39;32,984;32,202;123,491;61,35;61,968;30,136;30,345;37,656;37,692;314,542;313,993;;90,11
2017-09-24 04:03;20,8688;-35,9784;9,171;32,159;273,993;55,655;64,896;7,31;100,98;0,292;0,38;32,765;32,039;123,266;61,222;62,09;29,977;30,168;37,656;37,692;314,542;313,993;;90,549
2017-09-24 04:29;20,879;-36,0515;9,217;32,44;272,857;56,185;65,47;6,508;101,125;0,292;0,38;32,708;31,983;123,468;61,57;62,03;29,893;30,103;37,692;37,692;314,542;313,993;;90,549
2017-09-24 04:30;20,8892;-36,1246;9,244;32,52;274,505;56,374;65,47;6,508;101,125;0,297;0,38;33,045;32,304;124,467;62,386;62,011;30,205;30,377;37,692;37,692;314,542;313,993;;90,549
2017-09-24 04:31;20,8994;-36,1977;9,26;32,08;274,505;56,049;65,47;6,508;101,38;0,303;0,38;33,301;32,354;125,044;63,031;62,04;30,279;30,496;37,619;37,692;314,542;313,993;;90,549
2017-09-24 04:32;20,9096;-36,2708;9,176;32,078;274,89;55,451;65,47;6,508;101,38;0,303;0,29;33,502;32,547;125,343;63,394;62,002;30,3;30,706;37,619;37,692;314,908;313,993;;90,33
2017-09-24 04:33;20,9198;-36,3439;9,166;32,576;274,725;56,059;65,946;6,007;101,387;0,306;0,29;33,48;32,31;125,35;63,316;61,962;30,502;30,648;37,619;37,692;314,908;314,359;;90,33
2017-09-24 04:34;20,93;-36,417;9,161;32,436;276,154;55,971;65,946;5,446;101,387;0,306;0,29;33,5;32,552;125,2;63,297;61,949;30,505;30,729;37,619;37,692;314,908;314,359;;89,011
2017-09-24 04:35;20,9402;-36,4901;9,142;32,386;277,23;55,739;65,891;6,111;101,364;0,306;0,29;33,586;32,645;125,04;63,15;61,929;30,571;30,748;37,692;37,692;314,908;314,359;;89,396
2017-09-24 04:36;20,9504;-36,5632;9,086;32,205;276,374;55,14;65,155;6,804;100,93;0,301;0,291;33,419;32,36;124,394;62,489;61,827;30,503;30,707;37,692;37,692;314,908;314,359;;89,396
2017-09-24 04:37;20,9606;-36,6363;9,096;32,22;274,029;55,246;66,032;6,343;100,93;0,301;0,291;33,162;32,36;123,487;61,636;61,779;30,297;30,519;37,692;37,692;314,908;314,359;;89,396
2017-09-24 04:38;20,9708;-36,7094;9,15;32,012;275,165;55,699;65,971;6,134;100,891;0,37;0,37;32,745;32,036;122,764;60,9;61,858;29,986;30,199;37,692;37,692;315,275;314,982;;89,67
2017-09-24 04:39;20,981;-36,7825;9,126;32,179;275,641;55,604;65,971;6,134;101,313;0,37;0,37;32,698;31,966;122,749;60,835;61,859;29,941;30,166;37,582;37,692;315,275;314,982;;89,011
2017-09-24 04:40;20,9912;-36,8556;9,074;32,503;277,033;55,785;65,971;6,134;101,313;0,37;0,38;32,747;32,043;123,018;61,031;61,958;29,982;30,192;37,582;37,692;315,275;314,615;;89,011
2017-09-24 04:41;21,0014;-36,9287;9,112;32,593;277,582;56,037;65,971;6,134;101,347;0,291;0,38;32,86;32,121;123,552;61,451;62,024;30,032;30,222;37,619;37,692;315,275;314,176;;89,011
2017-09-24 04:42;21,0116;-37,0018;9,114;32,523;278,352;56,156;65,971;6,134;101,347;0,291;0,39;32,978;32,241;123,883;61,841;61,975;30,076;30,33;37,619;37,692;315,275;314,176;;89,011
2017-09-24 04:43;21,0218;-37,0749;9,126;32,3;278,571;55,93;65,995;5,421;101,613;0,299;0,39;33,18;32,4;124,241;62,306;61,921;30,33;30,542;37,692;37,692;315,275;314,176;;89,341
2017-09-24 04:44;21,032;-37,148;9,102;32,305;278,516;55,626;65,722;5,604;101,613;0,299;0,29;33,311;32,424;124,296;62,361;61,913;30,401;30,574;37,692;37,692;315,275;314,176;;89,89
2017-09-24 04:45;21,0422;-37,2211;9,092;31,737;278,425;55,14;65,291;5,714;101,337;0,296;0,29;33,34;32,374;124,021;62,059;61,89;30,307;30,562;37,692;37,692;315,275;314,176;;90,22
2017-09-24 04:46;21,0524;-37,2942;9,122;31,861;276,593;55,309;65,364;6,113;103,877;0,339;0,39;33,138;32,332;123,761;61,903;61,866;30,335;30,485;38,132;37,766;324,908;316,593;;89,505
2017-09-24 04:47;21,0626;-37,3673;9,088;32,207;276,923;55,321;65,364;6,113;101,293;0,292;0,39;33,029;32,3;123,336;61,594;61,834;30,187;30,437;37,619;37,692;324,908;316,593;;89,505
2017-09-24 04:48;21,0728;-37,4404;9,145;32,381;277,473;55,84;65,409;5,83;101,293;0,29;0,39;32,833;32,07;122,876;61,03;61,929;29,991;30,194;37,619;37,692;324,908;316,593;;89,505
2017-09-24 04:49;21,083;-37,5135;9,095;32,168;276,593;55,396;65,409;5,83;101,47;0,29;0,39;32,783;32,091;122,895;60,926;61,945;29,986;30,234;37,582;37,692;324,908;316,593;;89,505
2017-09-24 04:50;21,0932;-37,5866;9,096;32,142;276,593;55,552;65,031;6,422;101,175;0,36;0,39;32,726;32,054;122,911;60,987;61,968;29,958;30,18;37,582;37,692;324,908;316,593;;90,44
2017-09-24 04:51;21,1034;-37,6597;9,18;32,178;274,945;55,751;65,031;6,422;101,175;0,39;0,39;32,821;32,048;123,24;61,216;62,074;30,017;30,257;37,582;37,692;324,908;316,593;;90,44
2017-09-24 04:52;21,1136;-37,7328;9,155;31,765;273,626;55,266;64,957;6,52;101,191;0,39;0,39;32,845;32,112;123,272;61,271;62,014;30,064;30,34;37,582;37,692;324,908;316,593;;90,44
2017-09-24 04:03;21,1238;-37,8059;9,12;31,741;274,762;55,291;64,908;6,74;101,191;0,291;0,39;32,83;32,07;123,451;61,405;62,046;30,007;30,251;37,582;37,692;324,908;316,593;;90,44
2017-09-24 04:54;21,134;-37,879;9,076;32,066;273,407;55,387;65,263;6,574;101,268;0,291;0,39;32,906;32,166;123,492;61,441;62,061;30,106;30,38;37,582;37,692;315,641;316,593;;90,33
2017-09-24 04:55;21,1442;-37,9521;9,166;32,329;275,385;56,581;65,421;6,664;100,909;0,291;0,39;32,892;32,133;123,637;61,503;62,079;30,081;30,295;37,582;37,692;315,641;316,593;;89,89
2017-09-24 04:56;21,1544;-38,0252;9,195;32,619;274,725;56,694;65,421;6,691;101,31;0,294;0,37;33,061;32,259;123,702;61,74;62,011;30,164;30,389;37,582;37,692;315,641;316,593;;90,33
2017-09-24 04:57;21,1646;-38,0983;9,116;32,266;274,615;55,895;65,409;6,154;101,31;0,294;0,37;33,078;32,297;123,839;61,832;62,022;30,186;30,473;37,582;37,692;315,641;316,593;;89,89
2017-09-24 04:58;21,1748;-38,1714;9,075;32,13;276,374;55,682;65,385;6,508;101,83;0,294;0,38;32,967;32,198;124,008;61,796;62,141;30,117;30,35;37,582;37,692;315,641;313,755;;89,89
2017-09-24 04:59;21,185;-38,2445;9,085;31,68;276,374;55,108;65,385;6,447;102,441;0,294;0,38;32,971;32,226;123,891;61,851;62,059;30,122;30,309;37,582;37,692;316,52;313,755;;89,89
2017-09-24 05:00;21,1952;-38,3176;9,084;31,743;274,908;55,362;65,165;6,219;102,786;0,298;0,38;33,057;32,256;124,19;62,085;62,222;30,197;30,398;37,582;37,692;316,52;313,755;;89,89
2017-09-24 05:01;21,2054;-38,3907;9,138;32,311;275,055;56,432;66,056;4,716;103,299;0,301;0,29;33,203;32,379;124,845;62,526;62,183;30,316;30,544;37,582;37,692;316,52;312,894;;89,011
2017-09-24 05:02;21,2156;-38,4638;9,38;33,116;278,35;57,949;66,3;3,567;103,745;0,309;0,294;33,602;32,694;125,639;63,35;62,212;30,623;30,805;37,582;37,692;316,52;312,894;;89,011
2017-09-24 05:03;21,2258;-38,5369;9,334;33,097;279,963;58,082;65,364;4,985;103,745;0,316;0,297;34,316;33,217;126,873;64,414;62,707;31,179;31,361;37,692;37,692;316,52;312,894;;89,89
2017-09-24 05:04;21,236;-38,61;9,243;32,914;279,341;57,559;65,365;5,387;104,056;0,325;0,309;34,988;34,002;13,467;64,559;63,866;31,874;32,078;37,692;37,692;316,886;312,894;;89,89
2017-09-24 05:05;21,2462;-38,6831;9,259;32,951;277,875;57,573;65,866;5,343;103,404;0,331;0,317;35,499;34,6;129,143;64,992;64,176;32,369;32,526;37,692;37,692;316,886;312,894;;89,89
2017-09-24 05:06;21,2564;-38,7562;9,36;32,594;277,875;57,445;65,73;5,941;103,404;0,331;0,317;35,784;34,799;129,073;65,044;63,993;32,608;32,783;37,692;37,692;316,886;312,894;;90,44
2017-09-24 05:07;21,2666;-38,8293;9,231;32,586;278,626;56,987;65,966;5,594;103,517;0,333;0,315;35,968;34,942;13,614;64,86;63,74;32,807;32,915;37,692;37,692;316,886;312,894;;90,33
2017-09-24 05:08;21,2768;-38,9024;9,171;32,741;278,681;57,043;65,568;5,807;103,517;0,327;0,315;35,629;34,723;13,061;64,424;63,489;32,495;32,738;37,692;37,692;317,839;312,894;;89,89
2017-09-24 05:09;21,287;-38,9755;9,13;32,719;276,923;56,354;65,919;5,151;103,456;0,321;0,31;35,241;34,411;127,264;63,808;63,456;32,186;32,371;37,692;37,692;317,839;312,894;;89,89
2017-09-24 05:10;21,2972;-39,0486;9,221;32,967;278,718;57,495;65,433;6,565;103,456;0,321;0,31;35,116;34,261;127,238;63,736;63,512;32,064;32,247;37,692;37,692;317,839;312,894;;90,22
2017-09-24 05:11;21,3074;-39,1217;9,277;33,231;277,216;57,895;66,088;5,41;102,902;0,325;0,311;35,291;34,394;127,954;64,393;63,578;32,195;32,33;37,692;37,692;324,908;316,593;;89,505
2017-09-24 05:12;21,3176;-39,1948;9,183;32,802;277,985;57,3;64,957;6,952;103,307;0,325;0,314;35,592;34,744;129,004;64,918;64,05;32,41;32,636;37,692;37,692;324,908;316,593;;89,505
2017-09-24 05:13;21,3278;-39,2679;9,173;32,243;276,044;56,495;64,957;6,679;103,041;0,333;0,33;36,097;35,372;130,172;64,933;65,192;32,957;33,196;37,692;37,692;324,908;316,593;;90,879
2017-09-24 05:14;21,338;-39,341;9,25;32,544;274,725;56,949;65,25;6,52;103,041;0,34;0,332;36,73;35,89;130,784;65,305;65,47;33,514;33,713;37,692;37,692;324,908;316,593;;90,879
2017-09-24 05:15;21,3482;-39,4141;9,338;33,196;276,429;58,388;66,102;5,194;103,203;0,34;0,332;36,847;35,93;130,525;65,34;65,218;33,617;33,784;37,692;37,692;324,908;313,26;;90,549
2017-09-24 05:16;21,3584;-39,4872;9,309;33,254;279,066;58,372;65,568;6;103,203;0,338;0,331;36,721;35,767;130,325;65,221;65,079;33,57;33,675;37,692;37,692;324,908;313,26;;90,549
2017-09-24 05:17;21,3686;-39,5603;9,201;33,129;277,729;57,445;66,107;5,321;103,635;0,338;0,331;36,638;35,815;130,367;65,218;65,166;33,49;33,608;37,766;37,692;324,908;313,26;;90
2017-09-24 05:18;21,3788;-39,6334;9,178;32,852;277,619;57,03;65,26;6,476;103,363;0,34;0,329;36,687;35,868;130,494;65,218;65,325;33,568;33,678;37,766;37,692;319,341;313,26;;90
2017-09-24 05:19;21,389;-39,7065;9,176;32,946;276,484;57,271;65,26;6,476;103,363;0,34;0,334;36,857;36,03;130,896;65,235;65,63;33,69;33,839;37,802;37,692;319,341;313,26;;90
2017-09-24 05:20;21,3992;-39,7796;9,165;32,329;277,363;56,62;65,617;6,268;103,309;0,339;0,334;36,944;36,137;130,867;65,127;65,719;33,776;33,912;37,802;37,692;319,341;313,26;;90
2017-09-24 05:21;21,4094;-39,8527;9,149;32,364;276,593;56,524;65,617;6,268;103,309;0,339;0,334;37,042;36,225;130,368;64,848;65,452;33,882;33,991;37,802;37,692;319,817;313,26;;90
2017-09-24 05:22;21,4196;-39,9258;9,118;32,517;276,593;56,345;65,617;6,268;103,23;0,33;0,334;36,586;35,758;129,331;63,926;65,309;33,391;33,565;37,802;37,692;319,817;313,26;;90
2017-09-24 05:23;21,4298;-39,9989;9,087;32,491;276,593;56,076;65,37;6,829;102,855;0,322;0,33;35,93;35,311;13,508;63,124;65,392;32,935;33,106;37,692;37,692;319,817;313,26;;90
2017-09-24 05:24;21,44;-40,072;9,1;32,367;276,209;56,222;64,945;7,033;102,34;0,315;0,326;35,665;35,035;127,958;62,681;65,321;32,707;32,834;37,692;37,692;319,817;313,26;;90
2017-09-24 05:25;21,4502;-40,1451;9,181;32,565;274,505;56,595;65,366;6,793;102,578;0,318;0,326;35,627;34,987;13,525;63,163;65,377;32,598;32,8;37,692;37,692;319,817;313,26;;90
2017-09-24 05:26;21,4604;-40,2182;9,263;32,944;274,908;57,621;65,226;6,85;102,578;0,318;0,327;35,773;35,084;13,947;63,595;65,396;32,702;32,878;37,692;37,692;319,817;313,26;;90,33
2017-09-24 05:27;21,4706;-40,2913;9,229;32,358;276,099;56,813;65,324;6,422;103,216;0,33;0,327;36,108;35,342;130,034;64,58;65,39;33,091;33,148;37,692;37,692;319,817;313,26;;90,33
2017-09-24 05:03;21,4808;-40,3644;9,189;32,221;275,824;56,392;65,324;6,431;103,205;0,33;0,332;36,444;35,715;130,655;64,94;65,724;33,319;33,43;37,692;37,692;319,817;313,26;;90
2017-09-24 05:29;21,491;-40,4375;9,318;33,19;276,703;57,919;65,915;4,776;102,697;0,336;0,335;36,564;35,793;131,209;65,043;66,182;33,417;33,494;37,802;37,729;320,183;313,516;;90
2017-09-24 05:30;21,5012;-40,5106;9,309;33,338;30,33;58,105;65,306;6,441;102,697;0,341;0,335;37,074;36,38;132,098;65,704;66,39;33,883;33,998;37,802;37,729;320,183;314,615;;89,56
2017-09-24 05:31;21,5114;-40,5837;9,18;32,796;276,38;56,525;65,845;5,55;102,743;0,341;0,344;37,344;36,592;132,01;65,559;66,37;34,147;34,292;37,875;37,729;320,183;315,806;;89,56
2017-09-24 05:32;21,5216;-40,6568;9,192;32,769;278,022;56,825;65,255;6,3;102,743;0,345;0,344;37,642;36,868;131,86;65,394;66,347;34,433;34,592;37,875;37,729;320,183;316,667;;89,89
2017-09-24 05:33;21,5318;-40,7299;9,008;32,004;275,879;54,787;65,13;7,744;102,59;0,321;0,337;36,518;35,964;129,947;63,352;66,009;33,621;33,702;37,912;37,729;320,183;316,667;;89,89
2017-09-24 05:34;21,542;-40,803;9,05;31,825;272,637;55,15;65,263;7,729;102,59;0,308;0,337;35,185;34,696;126,816;61,795;64,967;32,238;32,505;37,912;37,729;320,183;316,447;;89,89
2017-09-24 05:35;21,5522;-40,8761;9,068;31,849;272,967;55,32;65,263;7,729;102,29;0,308;0,317;34,699;34,072;126,225;61,901;64,357;31,811;32,001;37,692;37,729;319,89;315,604;;90,11
2017-09-24 05:36;21,5624;-40,9492;9,103;32,182;274,615;55,878;65,263;7,729;102,29;0,306;0,317;34,549;33,991;126,474;62,325;64,341;31,687;31,855;37,692;37,729;319,89;315,604;;90,11
2017-09-24 05:37;21,5726;-41,0223;9,112;32,403;273,626;56,083;65,263;7,23;102,498;0,316;0,315;35,146;34,402;127,774;63,35;64,43;32,102;32,266;37,692;37,729;319,231;314,652;;90,11
2017-09-24 05:38;21,5828;-41,0954;9,163;32,689;274,615;56,75;65,263;7,23;102,498;0,324;0,315;35,189;34,451;13,701;64,042;64,44;32,16;32,356;37,692;37,729;319,231;314,652;;90,11
2017-09-24 05:39;21,593;-41,1685;9,098;32,318;275,018;56,37;65,263;7,23;102,34;0,329;0,321;35,684;34,788;129,147;64,452;64,678;32,527;32,696;37,802;37,729;319,231;314,652;;90,11
2017-09-24 05:40;21,6032;-41,2416;9,057;32,38;274,615;55,693;65,263;7,131;102,957;0,329;0,321;35,74;34,89;129,166;64,42;64,733;32,614;32,781;37,802;37,729;319,231;314,359;;90,11
2017-09-24 05:41;21,6134;-41,3147;9,114;32,175;273,883;55,924;65,836;6,674;102,957;0,329;0,323;35,9;35,101;13,78;64,132;64,614;32,775;32,989;37,802;37,729;318,974;314,359;;90,11
2017-09-24 05:42;21,6236;-41,3878;9,14;31,977;276,484;55,744;66,292;5,421;102,788;0,321;0,322;35,562;34,772;13,229;63,696;64,55;32,54;32,745;37,802;37,729;318,608;313,443;;89,36
2017-09-24 05:43;21,6338;-41,4609;9,195;32,451;277,033;56,564;65,973;5,916;102,788;0,316;0,319;35,177;34,3;127,527;62,965;64,57;32,254;32,391;37,875;37,729;318,608;313,443;;89,56
2017-09-24 05:44;21,644;-41,534;9,142;32,45;274,725;56,313;65,973;6,325;102,964;0,315;0,319;35,233;34,501;127,855;63,124;64,586;32,186;32,391;37,875;37,729;318,608;313,443;;89,56
2017-09-24 05:45;21,6542;-41,6071;9,202;32,854;275,495;56,882;65,973;6,325;102,964;0,323;0,321;35,482;34,695;129,084;64,173;64,874;32,432;32,589;37,802;37,729;318,095;313,443;;89,56
2017-09-24 05:46;21,6644;-41,6802;9,235;32,834;276,264;57,055;65,973;6,325;103,403;0,332;0,321;36,06;35,165;129,942;64,905;65,019;32,869;33,03;37,802;37,729;318,095;313,443;;89,56
2017-09-24 05:47;21,6746;-41,7533;9,245;32,908;276,264;57,359;65,973;5,934;103,403;0,336;0,33;36,226;35,34;130,347;65,002;65,355;33,056;33,193;37,912;37,729;318,095;313,443;;89,56
2017-09-24 05:48;21,6848;-41,8264;9,179;32,396;276,593;56,39;65,973;5,934;103,224;0,336;0,336;36,722;35,845;130,955;65,001;65,941;33,501;33,688;37,912;37,729;318,095;313,443;;89,56
2017-09-24 05:49;21,695;-41,8995;9,188;32,367;276,593;56,402;65,973;5,934;103,224;0,339;0,338;36,642;35,949;131,184;65,084;66,11;33,469;33,632;37,949;37,766;318,095;313,443;;89,56
2017-09-24 05:50;21,7052;-41,9726;9,196;32,745;277,363;56,939;65,973;5,934;102,972;0,339;0,338;36,859;36,098;130,662;64,855;65,869;33,737;33,924;37,949;37,766;318,095;313,443;;89,56
2017-09-24 05:51;21,7154;-42,0457;9,143;32,806;277,033;56,811;65,973;5,788;102,776;0,336;0,336;36,813;36,113;130,18;64,46;65,683;33,685;33,835;37,949;37,766;318,095;313,443;;89,56
2017-09-24 05:52;21,7256;-42,1188;9,111;32,792;276,484;56,394;65,973;5,788;102,776;0,324;0,33;36,232;35,568;129,317;63,652;65,641;33,143;33,337;37,949;37,766;318,095;313,443;;89,56
2017-09-24 05:03;21,7358;-42,1919;9,113;32,39;276,484;56,029;65,495;5,885;102,747;0,32;0,33;36,017;35,433;13,987;63,438;65,551;32,988;33,2;37,912;37,766;318,095;313,443;;89,56
2017-09-24 05:54;21,746;-42,265;9,181;32,646;275,989;56,718;65,12;6,61;102,747;0,32;0,33;35,904;35,34;13,739;63,13;65,587;32,919;33,111;37,912;37,766;318,095;313,077;;90,385
2017-09-24 05:55;21,7562;-42,3381;9,245;32,658;274,249;57,276;65,836;5,357;102,923;0,318;0,33;35,83;35,122;13,857;63,292;65,609;32,793;32,939;37,912;37,766;317,39;313,077;;90,385
2017-09-24 05:56;21,7664;-42,4112;9,25;32,443;276,484;57,257;65,806;5,629;103,138;0,326;0,332;36,112;35,442;130,417;64,459;65,847;33,047;33,268;37,912;37,766;317,39;313,077;;90,385
2017-09-24 05:57;21,7766;-42,4843;9,246;32,487;276,374;56,908;65,356;6,235;103,138;0,339;0,332;36,724;35,967;131,462;65,029;66,32;33,455;33,635;37,912;37,766;317,39;313,077;;90,385
2017-09-24 05:58;21,7868;-42,5574;9,269;32,85;274,908;57,546;65,356;6,235;102,783;0,342;0,343;37,101;36,296;132,247;65,498;66,788;33,878;34,014;37,912;37,766;317,39;313,077;;90,385
2017-09-24 05:59;21,797;-42,6305;9,31;33,134;274,908;57,565;65,356;6,235;102,783;0,347;0,343;37,481;36,618;132,808;66,136;66,644;34,249;34,378;37,949;37,766;317,39;313,077;;90,385
2017-09-24 06:00;21,8072;-42,7036;9,256;32,861;275,824;57,273;65,031;6,235;102,35;0,355;0,345;37,831;36,985;132,742;66,188;66,546;34,622;34,724;37,949;37,766;317,39;313,077;;90,385
2017-09-24 06:01;21,8174;-42,7767;9,33;33,05;275,604;57,23;65,031;6,313;102,35;0,355;0,347;37,919;37,105;132,627;66,204;66,456;34,688;34,821;38,022;37,766;317,39;313,077;;90,385
2017-09-24 06:02;21,8276;-42,8498;9,271;32,848;273,791;57,082;65,14;6,361;102,03;0,343;0,342;37,448;36,747;131,717;65,295;66,464;34,369;34,433;38,022;37,766;317,39;313,37;;90,385
2017-09-24 06:03;21,8378;-42,9229;9,23;32,467;275,055;56,83;65,055;6,386;102,03;0,343;0,342;37,164;36,478;131,044;64,617;66,424;34,055;34,23;38,022;37,766;317,39;313,37;;90,11
2017-09-24 06:04;21,848;-42,996;9,2;32,545;274,652;56,554;65,299;6,037;102,171;0,335;0,341;37,061;36,4;130,911;64,435;66,473;33,939;34,142;38,022;37,766;317,39;313,37;;89,89
2017-09-24 06:05;21,8582;-43,0691;9,194;33,155;276,044;57,414;65,299;5,91;102,171;0,335;0,344;37,123;36,498;130,764;64,374;66,367;33,983;34,182;37,985;37,766;317,985;313,37;;89,341
2017-09-24 06:06;21,8684;-43,1422;9,24;33,127;276,484;57,445;66,146;4,922;102,1;0,336;0,344;36,929;36,209;130,872;64,38;66,434;33,849;33,952;37,985;37,766;317,985;313,37;;89,011
2017-09-24 06:07;21,8786;-43,2153;9,171;33,079;279,67;57,244;65,629;5,736;101,79;0,329;0,342;36,829;36,197;130,292;63,857;66,419;33,698;33,875;38,059;37,766;317,985;313,37;;89,011
2017-09-24 06:08;21,8888;-43,2884;9,169;33,056;278,022;57,226;65,651;4,933;101,529;0,327;0,342;36,488;35,963;129,761;63,473;66,269;33,425;33,684;38,059;37,766;317,729;313,37;;89,011
2017-09-24 06:09;21,899;-43,3615;9,14;32,606;278,718;56,571;65,651;5,25;101,529;0,327;0,337;36,348;35,724;129,717;63,579;66,201;33,33;33,515;38,095;37,802;317,729;314,084;;89,011
2017-09-24 06:10;21,9092;-43,4346;9,094;32,354;278,901;56,049;65,14;5,295;101,488;0,324;0,334;36,219;35,635;129,39;63,316;65,9;33,221;33,4;38,095;37,802;316,41;315,092;;89,011
2017-09-24 06:11;21,9194;-43,5077;9,027;32,403;276,758;55,612;65,485;5,296;101,488;0,318;0,334;35,873;35,254;13,671;62,942;65,645;32,915;33,057;38,095;37,802;316,41;315,092;;89,011
2017-09-24 06:12;21,9296;-43,5808;9,12;33,038;279,36;57,078;65,405;5,444;101,303;0,308;0,322;35,242;34,835;127,226;62,07;65,002;32,41;32,635;38,095;37,802;315,165;315,385;;89,011
2017-09-24 06:13;21,9398;-43,6539;9,037;32,65;278,388;56,02;66,378;4,518;101,794;0,308;0,322;34,957;34,316;126,796;62,179;64,594;32,027;32,217;38,022;37,839;315,165;315,238;;89,011
2017-09-24 06:14;21,95;-43,727;9,043;32,678;279,396;56,175;66,378;5,073;101,794;0,309;0,319;34,862;34,312;126,915;62,276;64,632;31,959;32,186;38,022;37,839;315,165;312,967;;89,011
2017-09-24 06:15;21,9602;-43,8001;9,092;32,778;279,304;56,459;65,261;5,882;101,885;0,312;0,319;34,912;34,268;127,258;62,676;64,692;31,956;32,243;38,059;37,875;315,165;312,271;;89,597
2017-09-24 06:16;21,9704;-43,8732;9,138;32,617;276,923;56,605;65,785;4,83;101,885;0,316;0,32;35,071;34,388;127,761;63,062;64,736;32,059;32,272;38,059;37,875;316,74;311,355;;89,597
2017-09-24 06:17;21,9806;-43,9463;9,108;32,127;278,718;55,897;65,476;5,16;102,147;0,317;0,32;35,081;34,338;13,368;63,42;64,86;32,018;32,252;38,059;37,875;316,74;311,429;;89,597
2017-09-24 06:18;21,9908;-44,0194;9,089;32,361;279,121;55,816;65,244;5,358;102,147;0,32;0,321;35,39;34,552;13,656;63,731;64,903;32,189;32,438;38,059;37,875;316,74;311,905;;90,22
2017-09-24 06:19;22,001;-44,0925;9,114;33,016;277,802;56,795;65,923;4,493;102,356;0,322;0,321;35,414;34,649;13,93;64,036;64,843;32,33;32,584;38,095;38,095;316,74;312,967;;90,22
2017-09-24 06:20;22,0112;-44,1656;9,234;33,117;278,315;57,397;66,36;3,888;102,356;0,322;0,32;35,582;34,799;13,738;64,031;64,755;32,524;32,693;38,095;38,095;316,74;312,967;;89,89
2017-09-24 06:21;22,0214;-44,2387;9,244;33,352;30,659;57,675;66,63;4,131;101,494;0,324;0,324;35,415;34,643;13,43;63,78;64,713;32,32;32,549;38,132;37,949;315,055;312,711;;89,89
2017-09-24 06:22;22,0316;-44,3118;9,207;33,111;279,89;57,194;66,63;4,884;102,038;0,324;0,324;35,324;34,563;13,454;63,719;64,762;32,274;32,48;38,132;37,949;315,055;312,711;;89,89
2017-09-24 06:23;22,0418;-44,3849;9,188;32,843;279,89;57,082;66,63;4,75;102,038;0,323;0,323;35,36;34,603;13,794;63,93;64,83;32,305;32,496;38,132;37,985;315,458;312,711;;90,22
2017-09-24 06:24;22,052;-44,458;9,144;32,302;30,073;56,242;65,647;5,021;102,3;0,33;0,327;35,573;34,796;13,879;63,992;64,879;32,54;32,711;38,132;37,985;315,458;310,952;;90,22
2017-09-24 06:25;22,0622;-44,5311;9,23;32,695;278,608;56,838;65,409;4,998;101,623;0,33;0,327;35,502;34,776;13,961;63,997;64,944;32,457;32,659;38,168;38,095;315,165;312,015;;90,22
2017-09-24 06:26;22,0724;-44,6042;9,206;33,076;279,56;57,199;65,177;4,938;101,762;0,324;0,324;35,525;34,764;129,012;64,01;64,996;32,463;32,667;38,095;37,766;324,908;315,568;;89,231
2017-09-24 06:27;22,0826;-44,6773;9,161;32,75;277,802;56,143;65,519;4,938;101,762;0,324;0,324;35,512;34,823;13,938;63,935;64,97;32,464;32,712;38,168;38,388;324,908;312,857;;89,231
2017-09-24 06:03;22,0928;-44,7504;9,182;32,627;278,187;56,477;65,167;5,458;101,742;0,325;0,324;35,651;34,896;13,796;63,886;64,902;32,62;32,809;38,168;38,388;313,48;312,857;;90,549
2017-09-24 06:29;22,103;-44,8235;9,162;32,864;276,484;56,615;65,167;5,458;101,742;0,32;0,324;35,49;34,784;13,3;63,509;64,823;32,442;32,745;38,168;38,388;313,48;312,747;;90,549
2017-09-24 06:30;22,1132;-44,8966;9,109;32,27;276,813;55,838;65,167;5,458;101,849;0,313;0,322;35,214;34,514;127,633;62,705;64,886;32,227;32,397;38,168;38,388;313,81;311,38;;90,549
2017-09-24 06:31;22,1234;-44,9697;9,118;32,22;276,813;55,93;65,167;5,617;101,849;0,313;0,322;34,826;34,269;127,199;62,385;64,867;31,93;32,204;38,168;38,425;313,81;311,38;;90,549
